ID,NU_NOTA_LC
294,439.33302663722316
295,638.4034604130522
296,513.0699418337879
297,467.8535057579378
298,558.8207628302495
299,634.4262328255113
300,605.3035578222034
301,463.62609756387167
302,498.05696935975584
303,608.7258317746151
304,525.7779243511562
305,560.716233971223
306,514.301130252305
307,613.3594536256824
308,540.8019906294603
309,592.6017441091045
310,590.5094179342564
311,605.6032132965798
312,426.87044449452065
313,443.86145636032217
314,563.9087034088585
315,650.5883538951027
316,468.0261828802119
317,520.0107598639208
318,447.67908512061433
319,583.7958591456139
320,474.19746777071936
321,590.7134291672016
322,629.3998442202887
323,598.9181792437898
324,566.1476421580078
325,473.63519694888384
326,565.8264518647102
327,571.5125802020499
328,478.5385149312807
329,471.6223874376547
330,537.6542531548527
331,615.7147467800091
332,593.6604010905306
333,502.22229123852566
334,532.9546010927393
335,481.2498561754946
336,574.5724429518688
337,500.25816441897985
338,443.7172922620577
339,451.73491092972534
340,556.9597209818819
341,511.91566282631527
342,493.9293650116615
343,459.09773907515006
344,469.0469692164266
345,568.9363402195162
346,487.21150777024314
347,571.1579370472383
348,609.2535019027886
349,604.7274787573142
350,552.189426311468
351,571.2600043615489
352,562.7278330174521
353,573.8810960000397
354,583.4040991042124
355,503.320578975215
356,436.498697496805
357,494.2910754002506
358,590.2192500179187
359,581.0645138293581
360,517.1834886692916
361,492.1819572124887
362,581.0754093560652
363,483.9215376213961
364,596.6610523590629
365,508.62115191321084
366,465.7398291022602
367,593.8423983340798
368,504.91221318351404
369,513.6623149248603
370,464.97151410315945
371,557.0485285186592
372,451.8288167921044
373,496.9406740760608
374,508.4041116224445
375,529.22558005264
376,455.04182124556655
377,514.6271515926131
378,517.5754597658674
379,443.36218854207175
380,477.80714877460315
381,475.02086154258615
382,434.0798781669882
383,481.27923147113694
384,542.6602517151084
385,607.285035223625
386,536.9352805260482
387,657.6305355530778
388,613.2017969580261
389,447.5568240947387
390,502.2158258560628
391,473.1122322717679
392,514.8077583545462
393,444.51691245498046
394,554.3683461069148
395,454.92719066635004
396,603.876007938247
397,426.01845110681353
398,596.3049324594278
399,613.1442748766722
400,453.14104828751306
401,531.9511298370923
402,542.4891690869714
403,473.1998042398439
404,581.907307902551
405,460.20042154155294
406,514.3924138504852
407,510.47848822585007
408,666.9275394727184
409,445.4598229944187
410,515.4100055771246
411,609.8417286952546
412,556.0665541529319
413,535.0517962226648
414,529.342651060296
415,598.7613478347474
416,526.4676440921181
417,648.7144608522644
418,453.6067099396247
419,475.36794300840904
420,482.48746603673567
421,476.16272778955397
422,538.2515223800084
423,556.9698027997586
424,582.6629790911456
425,580.3450062251653
426,591.6619906182681
427,545.9924011675457
428,552.5344134724049
429,511.28355743425067
430,600.0713295578819
431,512.675008513546
432,487.41452714531033
433,441.91128566081085
434,474.15529894045557
435,488.06636910552857
436,499.9264820856836
437,574.9066646758082
438,581.6939662155919
439,605.0920357358196
440,469.8510525582919
441,483.47579926647984
442,589.1179994040873
443,457.3529242012718
444,536.2474791948674
445,515.670971580458
446,483.6722920079329
447,580.9883440634
448,514.8721816111236
449,560.5178521244891
450,489.1710326105215
451,506.29097723689443
452,534.7074963514125
453,507.27729459337735
454,631.6307832082872
455,450.5831309420302
456,483.680763072095
457,588.9897050407079
458,542.1278922964749
459,515.4122345700617
460,517.4829947176839
461,549.6119600294713
462,466.9044920720078
463,469.25868851274845
464,511.0581541550269
465,532.2920130029146
466,574.7817411897968
467,586.7247477493089
468,449.080234482356
469,479.94282452248336
470,456.19558339573774
471,518.0705425314775
472,551.5897378106012
473,589.7395157230286
474,564.5682930511433
475,479.55776880029987
476,503.16624495951635
477,446.98816776908683
478,527.1544076726419
479,462.90534559750483
480,550.9157526284478
481,447.15614537957714
482,537.4075051024465
483,520.7670008931163
484,547.2477319416835
485,515.4215068649104
486,565.1494209825803
487,506.56831986388704
488,617.4389878506497
489,585.2250715014256
490,564.0755687056517
491,506.6164551163838
492,455.9023750708744
493,512.8662149363539
494,497.96100744985324
495,489.89511549176746
496,598.7402379508139
497,562.4256465643417
498,623.6662527610238
499,538.7599773526405
500,568.1761816342897
501,507.1110999482876
502,444.6860448678285
503,515.8543782087065
504,555.8807821948735
505,498.2784666292816
506,594.8039001608079
507,587.5981963305114
508,642.4503915913399
509,451.68317113901276
510,587.0228486609428
511,669.5742177682565
512,479.52115434169986
513,521.2213607139382
514,578.2705008951551
515,599.5798307680843
516,453.84332684529653
517,478.2442190130633
518,566.3397567614712
519,518.0943747575536
520,469.6774099680333
521,494.48503343463926
522,547.0281306556288
523,438.65836629495595
524,537.8194176382626
525,525.550614860722
526,649.2679197636936
527,570.2016753225087
528,538.6795377778749
529,478.2902070607984
530,472.1021157563042
531,564.8393401670555
532,634.7742767389647
533,605.5524509492939
534,570.1351876003766
535,519.4483869194075
536,460.0050072638386
537,455.17233140770537
538,477.8755458501119
539,467.2906492604857
540,589.9383431236629
541,663.3643519317195
542,531.6335745196493
543,635.9168922779265
544,512.5230448384164
545,449.696769299862
546,559.9327864515697
547,456.04606078399024
548,602.5603215094272
549,531.5200646363065
550,541.5975822288177
551,635.3686563066
552,512.095774121617
553,608.3305831190673
554,593.2366537333828
555,597.5293772067799
556,528.5777100965848
557,596.0687601793774
558,471.0627637558477
559,472.92872944371
560,467.56611255711283
561,612.983239879462
562,520.663011190872
563,495.8987073092025
564,533.7778108340249
565,542.2019365947484
566,510.1612822516119
567,504.0442324985487
568,668.3991414533737
569,561.3507328240688
570,488.58738310568697
571,600.7651365840935
572,620.7884681501358
573,461.0587935954209
574,552.0673456977931
575,546.1125264838447
576,597.8069654454649
577,586.279511687914
578,531.79265253127
579,670.1969254978503
580,482.6713241996518
581,491.2667578667313
582,587.823551763976
583,536.7207309267461
584,613.3246254732591
585,592.7629194932048
586,633.5761077689918
587,455.9171259248067
588,505.4666115178002
589,577.6938822326937
590,639.3369472613625
591,619.4263644735366
592,510.36019502933885
593,467.9458286994551
594,469.5419481492243
595,483.73265137286614
596,576.6002017826593
597,548.6191799961712
598,587.0724181325018
599,602.6623995951811
600,543.8915212236908
601,452.9652327445164
602,461.4015900955676
603,529.3138780349758
604,482.8520617133729
605,491.7872337002216
606,556.7178960790405
607,449.69027091500556
608,561.3004493263926
609,610.981150883024
610,573.9906724820561
611,535.7505950100358
612,452.1927854086485
613,492.91168525688136
614,491.43661423765246
615,535.9228399589335
616,617.828435428749
617,571.5474553797287
618,491.0102888795781
619,461.76370727548897
620,444.63439786542943
621,478.50533943214754
622,452.8083663015667
623,534.0729058537344
624,481.11798094526125
625,564.5401892807839
626,451.55508644067186
627,562.4552511177516
628,508.6368262577188
629,495.3106451339388
630,536.7080615380087
631,556.9103162756088
632,502.28522310697883
633,498.8008968131592
634,539.4537528266778
635,588.9464709353707
636,538.9013695391191
637,477.9978179285209
638,634.0937849631539
639,639.4380511965835
640,495.4536918944867
641,555.0363804197085
642,552.7185327454865
643,467.55145309136793
644,492.69099496784736
645,505.24667436623685
646,572.4088720181167
647,520.0894084423204
648,458.30458939078136
649,467.74594607791386
650,565.7715871478637
651,566.064390463936
652,588.2939005131494
653,537.1085200449623
654,586.8984924761862
655,583.4230732695381
656,570.0062505711326
657,501.12267240897006
658,463.3346866864338
659,571.3469584810406
660,486.7725139042819
661,556.6906529433396
662,493.64884603841085
663,613.9844997843726
664,560.7491936270462
665,590.6733260145248
666,501.8140507746894
667,616.0907684069524
668,571.0028268642376
669,516.7401643102252
670,462.19640048864267
671,653.3944255603994
672,548.6974491907268
673,577.584024410022
674,490.02030308579674
675,470.35480919514356
676,550.8805117334914
677,486.1783490426504
678,584.1914842899853
679,548.3874299219779
680,526.2106181371508
681,416.1474637944022
682,449.45532254484453
683,580.8707172477181
684,471.75062168833966
685,600.9829237567229
686,480.63470522823246
687,544.2049649312905
688,474.0106859035181
689,586.2375942142623
690,490.71461557490665
691,461.27239669973756
692,440.0666567676729
693,605.9062517364205
694,489.201677420095
695,523.2974190761545
696,528.8295897743167
697,479.89896930100514
698,596.8386248976672
699,572.3500291678386
700,531.4124581238378
701,555.683960990121
702,622.2784718210675
703,509.87281162660685
704,582.0531826304816
705,623.6114092988429
706,636.6008210766825
707,462.9292821312428
708,456.94186078873173
709,530.6123740085426
710,637.0175491589964
711,480.43519846010935
712,454.2467569819861
713,500.1550151524003
714,576.5054065333238
715,493.2455742607786
716,480.8159483107918
717,458.3890615698694
718,528.426147780416
719,564.8102656756352
720,524.5850789637982
721,510.3526710351595
722,522.2966514542909
723,457.47595126331277
724,459.83236065266306
725,657.7306141914665
726,453.72797882452016
727,549.6958948705592
728,583.1518073132285
729,642.547638995737
730,453.9616410941002
731,501.2588613183226
732,574.1331858060905
733,498.1097097331528
734,595.9542690324025
735,567.4292789138824
736,619.3850340337726
737,618.9904253681449
738,650.1244905832569
739,514.717407851227
740,534.7509546011576
741,550.3929663045515
742,461.6936645994867
743,476.592876078956
744,527.3000058596523
745,563.4696814738807
746,626.1168130310574
747,497.3759143049774
748,608.1938827848705
749,469.49531455213787
750,512.1671103514095
751,469.5430288269015
752,545.2995589379137
753,550.6998747941802
754,461.5278457261948
755,541.6079114294214
756,548.5856181562242
757,562.0452868938736
758,610.0027711296291
759,625.1408817093011
760,603.7824632212906
761,592.6699127386007
762,523.1267083176216
763,516.9179142124386
764,513.2670359320397
765,562.099615524376
766,471.82252659779175
767,484.88994578909654
768,563.5197258902703
769,561.0554078307017
770,464.65759216511196
771,449.8060386771897
772,565.7212230414277
773,534.2683139096239
774,572.7692239369769
775,591.1660453060894
776,502.0571752330136
777,541.982322118338
778,621.2643287603371
779,485.82518792813516
780,473.295283300085
781,477.4925441181908
782,550.575413439102
783,526.3011424296926
784,552.0774353487991
785,482.45664157315156
786,515.2281189110341
787,452.3377150576394
788,536.6945951998704
789,485.57096611836585
790,511.27649102509974
791,582.5480775857973
792,492.31299753517544
793,426.5960191805574
794,571.4791552169235
795,577.2601892032521
796,511.61320131936867
797,560.5868901716337
798,627.8748987963121
799,506.01635519815125
800,531.960535692077
801,596.3350485558523
802,547.8932335843958
803,451.4366543003965
804,447.21036454573215
805,584.8109160545285
806,485.5555829597704
807,498.3740528159409
808,581.3183508449877
809,494.1557318868814
810,526.0964814481472
811,640.8689405830894
812,554.8323634951041
813,484.02121824594235
814,635.2898214170012
815,524.7762431900338
816,584.5477695669583
817,533.335855984148
818,446.95946468421823
819,493.1044479381081
820,489.2710106038389
821,524.9840049258517
822,486.4389782762373
823,516.8590144512536
824,573.2207701997391
825,471.3387452086132
826,298.7421539802792
827,479.34702682381476
828,575.3929366022729
829,481.3638127275172
830,479.3370199171346
831,477.58176495280543
832,591.002592336437
833,531.7128842148244
834,454.10591365203055
835,462.67109476198857
836,619.1362532623538
837,550.9660960547094
838,454.03849350642724
839,576.4859800985021
840,512.0885150898916
841,563.1853401341779
842,628.518218928829
843,606.509579045756
844,633.6338473682453
845,563.1613085051221
846,471.76467469776077
847,554.8975920357229
848,505.8394055796074
849,434.127533876719
850,521.1366554963076
851,451.11485504480817
852,609.1465364900422
853,444.04407640378514
854,513.8351878096859
855,612.5863633208454
856,536.576633995648
857,458.4905571927711
858,444.8060642780754
859,572.9860490072516
860,586.2289577798593
861,492.83194615311584
862,598.1453638260141
863,622.9875068015843
864,514.4299265657027
865,563.1703950521669
866,494.7040187743054
867,519.1047019370309
868,524.0952545381697
869,496.84349444937175
870,551.7880038295237
871,464.5383152027425
872,497.16203268880207
873,627.6826174981837
874,588.5031823817002
875,443.72411427575116
876,499.492796924238
877,563.9173705280655
878,584.8211563603687
879,644.2745577785093
880,523.7963727153837
881,575.8933160564607
882,511.554337473557
883,486.0999744407582
884,552.5586784467226
885,522.0024864807438
886,477.8575087697808
887,487.55479244558006
888,487.5639826874328
889,574.9154421932045
890,512.5078046450542
891,489.10682250290876
892,504.7850760675441
893,573.376238032754
894,606.8281781299722
895,431.3384205213572
896,496.0839369739189
897,530.0589497301711
898,575.6554254819564
899,458.8070564225779
900,612.420884141821
901,466.8594947109465
902,478.48761776271914
903,531.6781798005642
904,467.58162227467034
905,507.90094810089545
906,477.8660191606899
907,512.3704294018072
908,573.5264029224875
909,471.9776025385879
910,618.5350809864484
911,572.7898513202767
912,544.2986845957199
913,453.5451840703051
914,440.83330030766643
915,505.2462908155889
916,511.84473790180743
917,529.1962016972856
918,621.473940992556
919,539.3521293373893
920,637.4594901731313
921,516.5982882308391
922,461.6756513879444
923,546.9849607380856
924,558.573395630053
925,507.6493703426548
926,601.3984737689207
927,576.7067979713715
928,504.3984574237109
929,463.0646992681437
930,527.6976731262926
931,674.7233028852274
932,576.9063115464817
933,549.6730390113482
934,510.6170942602268
935,520.39853228856
936,553.0126793422231
937,473.11908718406784
938,629.0689685544519
939,598.3685391351421
940,435.7799286370909
941,518.9412158726232
942,593.0856913995638
943,509.3126583017924
944,470.05572506541114
945,521.1359244614134
946,482.890164396576
947,527.2315319361074
948,627.5099112337489
949,594.5388313164337
950,630.1249409492132
951,580.7802339122636
952,474.98760929517726
953,485.7828826880577
954,470.25148106806347
955,507.6706103460874
956,575.186014113037
957,585.5624792263085
958,619.9396556588092
959,499.84930448119616
960,498.68156428291803
961,543.9387743735289
962,502.89551989114125
963,510.90649278140035
964,498.3422098151932
965,472.26508037665064
966,557.920525809825
967,547.5519007109912
968,446.9875218330487
969,452.6681523763256
970,568.5542073993569
971,510.79208551435545
972,538.4306898564967
973,440.33324395186685
974,504.74973723234143
975,601.8819604571567
976,522.7479225961048
977,481.33303731274657
978,507.1369752983656
979,586.3101909169796
980,545.6738610984908
981,450.74647299869986
982,578.0955796435212
983,483.0239406052324
984,459.65975946752343
985,543.9231654589514
986,622.3216619318065
987,555.8303252618381
988,563.7462228196703
989,494.20051032819396
990,552.6758766690284
991,505.5300089540706
992,564.356131120968
993,520.8659777041559
994,537.7833822681082
995,606.980629031884
996,564.0576366202555
997,531.4122666713448
998,450.4840580310847
999,530.9014276789981
1000,574.4470649452772
1001,560.1209939602343
1002,573.352179193332
1003,476.12373172017425
1004,633.8308013570487
1005,485.64605134968104
1006,454.10129562756015
1007,444.47187223170096
1008,589.2684573455663
1009,532.603430946909
1010,649.4799807615564
1011,531.249527986086
1012,593.6105801011563
1013,562.9671759466725
1014,589.0043089201016
1015,513.3272247471107
1016,518.6502981131149
1017,499.6669067841579
1018,472.24613757572786
1019,584.1355415700236
1020,540.8199811333025
1021,528.6849365720833
1022,617.240192449146
1023,468.9523839324452
1024,538.6998201762499
1025,465.54318315897484
1026,496.83027357132164
1027,569.286859889437
1028,575.8097137543896
1029,467.27658187527464
1030,474.4567109404477
1031,490.0316307789463
1032,587.6611214301945
1033,465.4999541654791
1034,615.8857202685234
1035,540.6755724651898
1036,484.80965540268545
1037,574.3549074700437
1038,588.0293244438272
1039,549.2489468882892
1040,611.677096851069
1041,441.4885234504744
1042,627.0541981118607
1043,482.11188461143513
1044,468.335309245334
1045,527.1136171448159
1046,630.8398174138002
1047,521.4504805800494
1048,472.7235697278442
1049,528.0842673196462
1050,657.1102480624828
1051,446.40263988127134
1052,475.8079938819461
1053,463.3617249137541
1054,449.99959656126526
1055,588.2111028441163
1056,570.4961858878706
1057,510.52269081904933
1058,594.7073889515259
1059,474.9736282208844
1060,616.5460035098223
1061,460.1840575673604
1062,597.9300263857449
1063,513.5046305907616
1064,590.3064933791948
1065,567.9480587772823
1066,575.917369835942
1067,502.61959383686957
1068,586.4764383903106
1069,462.7021563464621
1070,606.9100678673067
1071,479.28733922919406
1072,573.2421353282405
1073,497.99676280680154
1074,549.2846893356518
1075,490.7110392956982
1076,525.3814460883428
1077,468.922931114935
1078,562.8972785328176
1079,558.4955929894829
1080,527.634134744082
1081,558.8354554398825
1082,481.72897645068065
1083,579.6318538023169
1084,469.1001312227889
1085,559.3718318181617
1086,543.7508896141525
1087,654.4168455563648
1088,506.8786914835872
1089,607.6120022516913
1090,451.9136830192092
1091,630.3552719168738
1092,455.37927292059817
1093,612.6226715292979
1094,576.2543947104016
1095,501.20733216268377
1096,479.6688804828592
1097,509.42749471902874
1098,578.495282241686
1099,584.3384602683717
1100,541.9142318138034
1101,498.0412374883375
1102,549.1216417009502
1103,547.4219398738787
1104,601.2902643901538
1105,485.93332634477576
1106,491.02653285455364
1107,438.34141163014107
1108,486.22254388863365
1109,485.52907668395346
1110,556.7345603802868
1111,557.906877900304
1112,652.5946775727338
1113,472.44104702183597
1114,470.9573902892393
1115,512.016750668631
1116,573.8831226656964
1117,525.5503321147888
1118,516.5661574448169
1119,458.647650872967
1120,638.252200043754
1121,452.68404165837904
1122,454.34739163652506
1123,447.3714890713977
1124,534.1989855612699
1125,478.79174995347586
1126,543.7506317244689
1127,547.0779095435206
1128,574.5835273547018
1129,626.4768403170394
1130,581.8149951351746
1131,633.1865071501396
1132,582.4377620029692
1133,600.6921994372343
1134,593.2001709620608
1135,448.985477714807
1136,554.2676898333524
1137,587.0536365221134
1138,607.443952370054
1139,502.42579773752783
1140,527.32484621047
1141,573.3691014873332
1142,495.04720993192296
1143,457.0477664658649
1144,606.9316611431378
1145,560.4573387276996
1146,610.0208040047788
1147,515.4236055820513
1148,504.5887446570978
1149,502.2296466255346
1150,578.4605054625546
1151,494.48777569843213
1152,568.0231004384277
1153,514.8688507515719
1154,644.8828752695827
1155,505.66858953496074
1156,628.1198190160286
1157,643.6867742917331
1158,547.3990138616131
1159,521.3760004485008
1160,477.60479085465096
1161,531.7548354441766
1162,537.7916750209599
1163,514.4057929317989
1164,579.3565453652656
1165,560.201859761592
1166,528.2189775774478
1167,472.1933751235898
1168,474.33355700339814
1169,466.8621499643868
1170,508.79233792367467
1171,542.5105235160768
1172,521.2721875821342
1173,561.1277884178169
1174,533.550194274023
1175,527.3177949588593
1176,458.22624440658177
1177,467.97416828270343
1178,459.6518830591868
1179,579.9421825481112
1180,461.85726309215687
1181,503.460741206662
1182,577.7548192457133
1183,574.7965002194692
1184,508.65999091492216
1185,613.5293018493081
1186,498.01859022687245
1187,423.8726907570385
1188,528.8878606468171
1189,575.9690025948746
1190,505.7723748373515
1191,483.14446447633514
1192,570.3591586629645
1193,534.0417487195961
1194,480.1300171028647
1195,467.61748631943175
1196,566.3565943053394
1197,512.0856074153762
1198,565.1575384763867
1199,451.69214154898276
1200,457.2337169219244
1201,447.70902949420065
1202,453.4509059814341
1203,592.9651069323719
1204,519.5592269909404
1205,451.6490381020102
1206,609.6252111047768
1207,492.9771960978529
1208,562.2079945327426
1209,453.305752247985
1210,508.4895151216885
1211,573.4854426763457
1212,668.9052484967007
1213,553.5954427909852
1214,538.7394735077331
1215,504.48493303683574
1216,469.96960714364116
1217,527.6534042360278
1218,467.3965139446565
1219,512.7890385993494
1220,605.0506746924261
1221,608.7311286702932
1222,501.83073864420675
1223,578.5241451277506
1224,469.2430154436282
1225,452.4656479620249
1226,464.4360000056172
1227,552.6196367983102
1228,531.0999487195974
1229,617.1233796448171
1230,594.5520026051927
1231,506.12197569643195
1232,501.96299182213903
1233,551.1751635384062
1234,491.3522210597987
1235,540.5780741646001
1236,511.0459850578917
1237,598.5547903307078
1238,511.72110282891816
1239,533.3504938848539
1240,452.4644483786284
1241,448.6545693837702
1242,481.2321902305784
1243,471.29975905244
1244,512.3696658032893
1245,471.1256654862389
1246,463.95360546173885
1247,495.05371478098755
1248,553.6873567998267
1249,434.57724252289944
1250,595.709351966564
1251,521.341234146173
1252,543.4878719272294
1253,542.9190739960763
1254,453.9877521867687
1255,550.6348842101206
1256,591.2171696826325
1257,451.57456073095517
1258,590.5521622514254
1259,560.7101583984086
1260,649.3861986374342
1261,557.332424021725
1262,503.94528326253817
1263,452.27099204234
1264,511.2270565482649
1265,538.7598487225919
1266,489.56062172585507
1267,458.3323883564837
1268,527.7282760137618
1269,529.7508549312611
1270,532.0748909645234
1271,531.2992512223728
1272,518.3333063145398
1273,505.7002581888781
1274,585.5780576193841
1275,499.3878354399788
1276,571.0878811789412
1277,594.9027538493125
1278,580.9765405316109
1279,613.6384212640311
1280,456.8730208879207
1281,646.0663704158355
1282,509.45365785553537
1283,515.2272719895209
1284,439.19650696698284
1285,567.5426322961059
1286,444.9860691620584
1287,447.0305019697219
1288,474.41903757217875
1289,488.45416969221094
1290,471.5700378507256
1291,470.4089553371842
1292,478.8304596437955
1293,617.6149147268784
1294,571.0341093154514
1295,533.4379010272888
1296,582.5892349584547
1297,547.599275016035
1298,512.8869481640752
1299,517.5645409541088
1300,488.05882645945724
1301,453.49795326262915
1302,600.5192340494635
1303,450.8651041814514
1304,519.4345045348814
1305,518.6980856609005
1306,563.5797347748019
1307,501.08938089697256
1308,569.5190561769901
1309,492.0446017139645
1310,430.1214395385635
1311,557.538374709546
1312,499.14688079137716
1313,498.00083086210043
1314,524.7663474648756
1315,457.72494518863414
1316,581.1825426608021
1317,643.1002037199297
1318,467.5081056553949
1319,480.7230650722332
1320,524.932173511449
1321,538.9164446044805
1322,600.7388187516569
1323,467.66632437255134
1324,469.99349914032297
1325,565.26424745086
1326,455.388306165048
1327,459.98274748497965
1328,600.3349137715835
1329,519.1923474079346
1330,484.9011321072426
1331,503.2338292233676
1332,528.5445979198504
1333,460.79187002231174
1334,559.2844729556482
1335,472.37691899938267
1336,496.2978507664631
1337,445.66889615083596
1338,665.8290439891255
1339,597.5476857646393
1340,618.1283589114128
1341,448.03918215937483
1342,585.7657397788369
1343,505.6490066811847
1344,449.3520657146272
1345,649.1075576355081
1346,640.3056417291256
1347,558.2156615145541
1348,509.9481044210232
1349,607.9740869348213
1350,487.26132822161026
1351,574.9614807834296
1352,617.7038455794847
1353,568.0984432635333
1354,452.8215143092517
1355,460.7620882520372
1356,511.69655183922293
1357,644.6720783281063
1358,583.7244431433245
1359,471.64068787245185
1360,486.11194175400954
1361,592.503380141296
1362,592.9933933646353
1363,509.928245007604
1364,588.7588375275792
1365,508.6693490297942
1366,460.9664972108481
1367,564.1459408270919
1368,612.9940382959549
1369,473.3655651823056
1370,606.580824876389
